start;end;Project;Country;Watershed;siteID;W1stvex;W2stvex;status;landuse;type.protection;National.Park;Other.Park.or.general.Reservee.gregional;Natura.2000;Ramsar;Type.of.water.body;Sediment.type;Capture.your.location;latitude;longitude;altitude;precision;Sampling.Time;Sampling.Date;Water.TemperatureC;pH;SPC;Cond;O2%;dO2;Turbidity;Turbidity.Units;leafsp;Quercusoak;Piceaspruce;Acermaple;Ulmuselm;Fagusbeech;Betulabirch;Populuspoplar;Salixwillow;Fraxinusash;Pinuspine;Otherdefine.in.comments.at.end;Additional.field.notes.or.comments;id;uuid;submissiontime;validationstatus;notes;status.1;submittedby;version;tags;index
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2024-04-25T14:21:04.374+03:00;2024-04-25T14:25:37.608+03:00;FUNACTION;Estonia;Valgejogi basin (VJ);VJ14T1;720;NA;Protected area;Forest-natural (may be managed by not monocultures and straight rows etc...);Other Park or general Reserve (e.g. regional);0;1;0;0;Stream or river (lotic);;59.28634 25.94544 0 0;59.28634;25.94544;0;0;14:50:00.000+03:00;2023-09-19;10.9;7.98;603;440.7;106.9;11.53;0.9;NTU;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;333118325;ceaed3c4-6771-4493-a7a5-adbcfe80905f;2024-04-25T11:25:38;;NA;submitted_via_web;;v5CxJWaLSUmsdhg44TWR9i;NA;380
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2024-04-25T14:25:38.506+03:00;2024-04-25T14:42:51.753+03:00;FUNACTION;Estonia;Valgejogi basin (VJ);VJ15T1;660;NA;Protected area;Forest-natural (may be managed by not monocultures and straight rows etc...);Other Park or general Reserve (e.g. regional);0;1;0;0;Stream or river (lotic);;59.31813 25.87628 0 0;59.31813;25.87628;0;0;08:20:00.000+03:00;2023-09-18;9.5;7.9;584;411.2;86.6;9.87;2.2;NTU;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Military Central training area;333125873;52530494-f2d3-42ac-add3-3fe1c830a867;2024-04-25T11:42:52;;NA;submitted_via_web;;v5CxJWaLSUmsdhg44TWR9i;NA;381
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2024-04-25T14:42:52.602+03:00;2024-04-25T14:46:32.215+03:00;FUNACTION;Estonia;Valgejogi basin (VJ);VJ16T1;660;NA;Protected area;Forest-natural (may be managed by not monocultures and straight rows etc...);Other Park or general Reserve (e.g. regional);0;1;0;0;Stream or river (lotic);;59.32535 25.85265 0 0;59.32535;25.85265;0;0;09:30:00.000+03:00;2023-09-18;9.4;8.03;579;406.3;87.2;9.96;6.9;NTU;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Military Central training area;333127100;4f054165-98bd-4fd2-aa88-11dea8e52415;2024-04-25T11:46:32;;NA;submitted_via_web;;v5CxJWaLSUmsdhg44TWR9i;NA;382
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2024-04-25T14:46:32.913+03:00;2024-04-25T14:51:22.882+03:00;FUNACTION;Estonia;Valgejogi basin (VJ);VJ17T1;660;NA;Non-protected area;Grassland, meadow, similar;;NA;NA;NA;NA;Stream or river (lotic);;59.34292 25.82293 0 0;59.34292;25.82293;0;0;10:10:00.000+03:00;2023-09-18;9.5;8.16;573;403.5;91.9;10.48;2.4;NTU;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Militarty Central training area;333128748;7c61502c-c9c9-4786-a846-d052c3d993a5;2024-04-25T11:51:23;;NA;submitted_via_web;;v5CxJWaLSUmsdhg44TWR9i;NA;383
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2024-04-25T14:51:23.860+03:00;2024-04-25T14:55:38.470+03:00;FUNACTION;Estonia;Valgejogi basin (VJ);VJ18T1;660;NA;Non-protected area;Forest-natural (may be managed by not monocultures and straight rows etc...);;NA;NA;NA;NA;Stream or river (lotic);;59.3528 25.81519 0 0;59.3528;25.81519;0;0;11:40:00.000+03:00;2023-09-18;9.8;8.28;549;389.1;95.8;10.87;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Militarty Central training area;333130146;a3ab0222-194f-4ee0-928d-2080dce23239;2024-04-25T11:55:39;;NA;submitted_via_web;;v5CxJWaLSUmsdhg44TWR9i;NA;384
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2024-04-25T14:55:39.187+03:00;2024-04-25T14:59:42.726+03:00;FUNACTION;Estonia;Valgejogi basin (VJ);VJ19T1;600;NA;Protected area;Forest-natural (may be managed by not monocultures and straight rows etc...);Other Park or general Reserve (e.g. regional);0;1;0;0;Stream or river (lotic);;59.40093 25.74226 0 0;59.40093;25.74226;0;0;12:30:00.000+03:00;2023-09-18;10.7;8.21;513;372.7;86.8;9.63;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;military Central training area;333131577;60131a53-d7bb-4f98-bedd-e93395fc2f9f;2024-04-25T11:59:43;;NA;submitted_via_web;;v5CxJWaLSUmsdhg44TWR9i;NA;385
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2024-04-25T14:59:43.366+03:00;2024-04-25T15:03:12.056+03:00;FUNACTION;Estonia;Valgejogi basin (VJ);VJ20T1;480;NA;Protected area;Forest-natural (may be managed by not monocultures and straight rows etc...);Other Park or general Reserve (e.g. regional);0;1;0;0;Stream or river (lotic);;59.41846 25.74685 0 0;59.41846;25.74685;0;0;13:00:00.000+03:00;2023-09-18;11;8.13;489;358.5;87.5;9.65;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Military Central training area;333132884;0c987f61-5510-497f-9172-33e8323c067e;2024-04-25T12:03:12;;NA;submitted_via_web;;v5CxJWaLSUmsdhg44TWR9i;NA;386
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2024-04-25T15:03:12.739+03:00;2024-04-25T15:34:48.592+03:00;FUNACTION;Estonia;Valgejogi basin (VJ);VJ21T1;240;NA;Non-protected area;Forest-natural (may be managed by not monocultures and straight rows etc...);;NA;NA;NA;NA;Stream or river (lotic);;59.453149 25.774248 0 0;59.453149;25.774248;0;0;14:00:00.000+03:00;2023-09-18;9.9;8.13;143;NA;69.7;7.88;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;small stream;333145014;7cbfae4b-30d9-4b8f-9395-97e153eb0a13;2024-04-25T12:34:49;;NA;submitted_via_web;;v5CxJWaLSUmsdhg44TWR9i;NA;387
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2024-04-25T15:34:49.399+03:00;2024-04-29T15:17:24.192+03:00;FUNACTION;Estonia;Valgejogi basin (VJ);VJ22T1;600;NA;Protected area;Grassland, meadow, similar;National Park Other Park or general Reserve (e.g. regional);1;1;0;0;Stream or river (lotic);silt or mud;59.46802 25.78992 0 0;59.46802;25.78992;0;0;15:20:00.000+03:00;2023-09-18;11.4;8.3;447.8;331.8;101.7;11.09;1.5;NTU;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Lahemaa National Park;333146937;a15a2804-6989-4def-931b-3d8aa02d7214;2024-04-25T12:39:47;;NA;submitted_via_web;;v5CxJWaLSUmsdhg44TWR9i;NA;388
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2024-04-25T15:39:47.981+03:00;2024-04-25T15:43:27.368+03:00;FUNACTION;Estonia;Valgejogi basin (VJ);VJ23T1;600;NA;Protected area;Forest-natural (may be managed by not monocultures and straight rows etc...);National Park;1;0;0;0;Stream or river (lotic);;59.507157 25.788244 0 0;59.507157;25.788244;0;0;15:45:00.000+03:00;2023-09-18;10.7;8.28;440.8;320.3;100.4;11.17;1.7;NTU;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;333148338;df90e6af-0e0e-48eb-9065-e02ad9d64e7a;2024-04-25T12:43:27;;NA;submitted_via_web;;v5CxJWaLSUmsdhg44TWR9i;NA;389
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2024-04-25T15:43:27.994+03:00;2024-04-29T15:18:41.392+03:00;FUNACTION;Estonia;Valgejogi basin (VJ);VJ24T1;600;NA;Protected area;Urban-residential;National Park;1;0;0;0;Stream or river (lotic);silt or mud;59.540432 25.738735 0 0;59.540432;25.738735;0;0;17:10:00.000+03:00;2023-09-18;11.2;8.38;420.5;309.4;101.2;11.15;1.7;NTU;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;333149732;70cf2964-4d86-4e2a-a6c1-1c104c7743c2;2024-04-25T12:47:09;;NA;submitted_via_web;;v5CxJWaLSUmsdhg44TWR9i;NA;390
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2024-04-25T15:47:09.654+03:00;2024-04-29T15:20:49.343+03:00;FUNACTION;Estonia;Valgejogi basin (VJ);VJ27T1;600;NA;Non-protected area;Urban/Industrial;;NA;NA;NA;NA;Stream or river (lotic);silt or mud;59.58298 25.71143 0 0;59.58298;25.71143;0;0;17:00:00.000+03:00;2023-09-18;11.4;8.34;410.7;303.7;99.9;10.97;7.2;NTU;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;333151489;d2361dd9-60eb-4f87-92a7-f709d8cdc2c7;2024-04-25T12:52:59;;NA;submitted_via_web;;v5CxJWaLSUmsdhg44TWR9i;NA;391
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2024-04-25T15:52:59.284+03:00;2024-04-25T15:59:09.901+03:00;FUNACTION;Estonia;Valgejogi basin (VJ);VJ30T1;540;NA;Non-protected area;Urban/Industrial;;NA;NA;NA;NA;Estuarine (brackish);sand;59.582296 25.707057 0 0;59.582296;25.707057;0;0;18:00:00.000+03:00;2023-09-18;14.14;8.36;NA;NA;197.3;11.45;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;333153678;ba7d3d21-a78d-49a2-adbe-d62ede6f7be0;2024-04-25T12:59:10;;NA;submitted_via_web;;v5CxJWaLSUmsdhg44TWR9i;NA;392
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2024-04-25T15:59:10.521+03:00;2024-04-25T16:11:33.659+03:00;FUNACTION;Estonia;Valgejogi basin (VJ);VJ31T1;180;NA;Non-protected area;Forest-natural (may be managed by not monocultures and straight rows etc...);;NA;NA;NA;NA;Stream or river (lotic);;;NA;NA;NA;NA;08:52:00.000+03:00;2023-09-18;7.9;7.22;242;162;52.9;6.28;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;333158482;a85a04e5-a1b0-4301-976c-15de9f675329;2024-04-25T13:11:34;;NA;submitted_via_web;;v5CxJWaLSUmsdhg44TWR9i;NA;393
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2024-04-29T12:46:46.681+03:00;2024-04-29T12:56:58.679+03:00;FUNACTION;Estonia;Valgejogi basin (VJ);VJ1T4;600;NA;Protected area;Grassland, meadow, similar;Other Park or general Reserve (e.g. regional);0;1;0;0;Stream or river (lotic);silt or mud;59.189757 26.190677 0 0;59.189757;26.190677;0;0;13:30:00.000+03:00;2024-04-25;6;8.35;507;323;114;13.96;0.4;NTU;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;334223248;b101e938-079d-4c35-8ae3-ddc6a7356d7e;2024-04-29T09:56:58;;NA;submitted_via_web;;v5CxJWaLSUmsdhg44TWR9i;NA;394
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2024-04-29T12:56:59.053+03:00;2024-04-29T13:37:25.429+03:00;FUNACTION;Estonia;Valgejogi basin (VJ);VJ6T4;600;NA;Non-protected area;Agriculture-plant;;NA;NA;NA;NA;Stream or river (lotic);silt or mud;59.23604 26.08596 0 0;59.23604;26.08596;0;0;12:40:00.000+03:00;2024-04-25;7.3;8.11;544;360;100.3;11.91;0.9;NTU;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;334236967;7fb2c12b-085b-43d5-8978-7076bea2cd06;2024-04-29T10:37:26;;NA;submitted_via_web;;v5CxJWaLSUmsdhg44TWR9i;NA;395
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2024-04-29T13:37:26.424+03:00;2024-04-29T14:37:53.837+03:00;FUNACTION;Estonia;Valgejogi basin (VJ);VJ8T4;600;NA;Non-protected area;Urban-residential;;NA;NA;NA;NA;Reservoir (with human constructed dam);silt or mud;59.244973 26.056652 0 0;59.244973;26.056652;0;0;12:55:00.000+03:00;;5.9;8.14;541;343.2;86.8;10.68;0.9;NTU;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;334257045;dc6ebe51-7243-4ef4-9be2-1ef330309d65;2024-04-29T11:37:54;;NA;submitted_via_web;;v5CxJWaLSUmsdhg44TWR9i;NA;396
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2024-04-29T14:37:55.037+03:00;2024-04-29T14:40:49.948+03:00;FUNACTION;Estonia;Valgejogi basin (VJ);VJ11T4;600;NA;Non-protected area;Grassland, meadow, similar;;NA;NA;NA;NA;Stream or river (lotic);silt or mud;59.259937 26.004338 0 0;59.259937;26.004338;0;0;12:30:00.000+03:00;2024-04-25;6.6;7.97;552;357.9;92.8;12.01;0.8;NTU;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;334258104;cf03cb4a-7488-4e72-a3c8-0ab995df3801;2024-04-29T11:40:50;;NA;submitted_via_web;;v5CxJWaLSUmsdhg44TWR9i;NA;397
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2024-04-29T14:40:50.937+03:00;2024-04-29T14:44:50.796+03:00;FUNACTION;Estonia;Valgejogi basin (VJ);VJ22T4;600;NA;Protected area;Grassland, meadow, similar;Other Park or general Reserve (e.g. regional);0;1;0;0;Stream or river (lotic);sand;59.468236 25.790362 0 0;59.468236;25.790362;0;0;09:20:00.000+03:00;2024-04-25;3.7;8.13;283;167;91.9;12.01;2.2;NTU;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;334259263;5043d15c-5ab8-4773-9da1-6d69682e12fd;2024-04-29T11:44:51;;NA;submitted_via_web;;v5CxJWaLSUmsdhg44TWR9i;NA;398
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2024-04-29T14:44:51.345+03:00;2024-04-29T14:48:23.638+03:00;FUNACTION;Estonia;Valgejogi basin (VJ);VJ24T4;600;NA;Protected area;Urban-residential;National Park;1;0;0;0;Stream or river (lotic);silt or mud;59.540432 25.738735 0 0;59.540432;25.738735;0;0;10:05:00.000+03:00;2024-04-25;3.6;8.24;280.4;165.9;98.6;12.96;3.9;NTU;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;334260410;a6c4a44e-1b10-47b8-89ce-1a818746151d;2024-04-29T11:48:23;;NA;submitted_via_web;;v5CxJWaLSUmsdhg44TWR9i;NA;399
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2024-04-29T14:48:24.234+03:00;2024-04-29T14:50:44.055+03:00;FUNACTION;Estonia;Valgejogi basin (VJ);VJ27T4;420;NA;Non-protected area;Urban/Industrial;;NA;NA;NA;NA;Stream or river (lotic);silt or mud;59.583056 25.711366 0 0;59.583056;25.711366;0;0;10:20:00.000+03:00;2024-04-25;3.6;8.23;286.1;169.2;99.2;13.07;4.8;NTU;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;334261156;fa0f2170-3e88-4eef-b6cb-74b3c5eb686f;2024-04-29T11:50:44;;NA;submitted_via_web;;v5CxJWaLSUmsdhg44TWR9i;NA;400
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2024-04-29T14:50:44.761+03:00;2024-04-29T14:52:56.752+03:00;FUNACTION;Estonia;Valgejogi basin (VJ);VJ30T4;480;NA;Non-protected area;Urban/Industrial;;NA;NA;NA;NA;Estuarine (brackish);sand;59.582006 25.705828 0 0;59.582006;25.705828;0;0;10:00:00.000+03:00;2024-04-25;3.7;8.23;296;175.7;100;13.17;4.6;NTU;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;334261860;097b13fc-1134-4aec-a5e2-78f0e63d1f76;2024-04-29T11:52:57;;NA;submitted_via_web;;v5CxJWaLSUmsdhg44TWR9i;NA;401
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2024-04-29T15:42:40.772+03:00;2024-04-29T15:46:29.989+03:00;FUNACTION;Estonia;Valgejogi basin (VJ);VJ34T1;600;NA;Protected area;Forest-natural (may be managed by not monocultures and straight rows etc...);National Park;1;0;0;0;Stream or river (lotic);sand;59.518199 25.763124 0 0;59.518199;25.763124;0;0;16:00:00.000+03:00;2023-09-18;9.2;8.04;225.4;157.3;93.9;10.85;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;334279350;77530036-c8ba-4cc9-b526-262dba38bac7;2024-04-29T12:46:30;;NA;submitted_via_web;;v5CxJWaLSUmsdhg44TWR9i;NA;402
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2024-04-29T15:46:46.274+03:00;2024-04-29T15:48:57.486+03:00;FUNACTION;Estonia;Valgejogi basin (VJ);VJ35T1;600;NA;Protected area;Forest-natural (may be managed by not monocultures and straight rows etc...);National Park;1;0;0;0;Stream or river (lotic);sand;59.518376 25.763079 0 0;59.518376;25.763079;0;0;16:00:00.000+03:00;2023-09-18;10.8;8.34;431.4;314.3;99;11;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;334280080;eb269ca8-5914-404e-ba62-935959582fff;2024-04-29T12:48:57;;NA;submitted_via_web;;v5CxJWaLSUmsdhg44TWR9i;NA;403
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2024-04-29T15:53:50.179+03:00;2024-04-29T15:57:29.689+03:00;FUNACTION;Estonia;Valgejogi basin (VJ);VJ33T1;480;NA;Protected area;Forest-natural (may be managed by not monocultures and straight rows etc...);Other Park or general Reserve (e.g. regional);0;1;0;0;Stream or river (lotic);;59.418841 25.746546 0 0;59.418841;25.746546;0;0;;2023-09-18;11.3;7.94;445.4;328.5;77.6;328.5;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;334282936;5f382e33-436f-4aac-8f41-818649bd05df;2024-04-29T12:57:29;;NA;submitted_via_web;;v5CxJWaLSUmsdhg44TWR9i;NA;404
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2024-04-29T15:59:18.986+03:00;2024-04-29T16:03:43.566+03:00;FUNACTION;Estonia;Valgejogi basin (VJ);VJ28T1;240;NA;;Forest-natural (may be managed by not monocultures and straight rows etc...);;NA;NA;NA;NA;Stream or river (lotic);;59.3097 25.88331 0 0;59.3097;25.88331;0;0;08:05:00.000+03:00;2023-09-18;6.5;7.34;354.7;229.4;50.3;6.16;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Tõõrakõrve kraav;334285124;3a88183b-54ec-40b1-9221-0f77615cd946;2024-04-29T13:03:43;;NA;submitted_via_web;;v5CxJWaLSUmsdhg44TWR9i;NA;405
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2024-04-23T16:01:05.540+03:00;2024-04-29T16:11:04.130+03:00;FUNACTION;Estonia;Valgejogi basin (VJ);VJ31T1;180;NA;;Forest-natural (may be managed by not monocultures and straight rows etc...);;NA;NA;NA;NA;Lake or pond (lentic);;59.35041 25.827855 0 0;59.35041;25.827855;0;0;;2023-09-18;10.8;7.76;251;183.1;85.4;9.45;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;334287148;75f907d2-0aca-44c3-9499-2a4b281176d8;2024-04-29T13:11:04;;NA;submitted_via_web;;v5CxJWaLSUmsdhg44TWR9i;NA;406
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2024-03-18T10:33:12.961+01:00;2024-05-06T09:46:10.107+02:00;FUNACTION;Germany;Havel-Spree-Elbe basin (HE);HE10T5;1250;1250;Protected area;;National Park Natura 2000;1;0;1;0;Lake or pond (lentic);;53.104967 13.381147 0 0;53.104967;13.381147;0;0;15:00:00.000+02:00;2024-05-02;16.8;8.144;434;NA;101.5;9.75;NA;;Fagus (beech);0;0;0;0;1;0;0;0;0;0;0;;336254726;8b264497-e623-4b94-b478-0a2a6a747b70;2024-05-06T07:46:12;;NA;submitted_via_web;;v5CxJWaLSUmsdhg44TWR9i;NA;407
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2024-05-06T09:46:10.139+02:00;2024-05-06T09:50:39.333+02:00;FUNACTION;Germany;Havel-Spree-Elbe basin (HE);HE7T5;1550;1550;Protected area;;National Park Natura 2000;1;0;1;0;Lake or pond (lentic);;53.141704 13.029473 0 0;53.141704;13.029473;0;0;12:30:00.000+02:00;2024-05-03;15.2;8.54;278;NA;114;11.43;NA;;Fagus (beech);0;0;0;0;1;0;0;0;0;0;0;;336256068;08a1a70f-0856-4824-87a4-fca8ad975fc0;2024-05-06T07:50:40;;NA;submitted_via_web;;v5CxJWaLSUmsdhg44TWR9i;NA;408
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
2024-05-06T09:50:39.356+02:00;2024-05-06T11:27:21.339+02:00;FUNACTION;Germany;Havel-Spree-Elbe basin (HE);HE5T5;1500;1500;Protected area;;National Park Natura 2000;1;0;1;0;Stream or river (lotic);;53.1046921 13.05962457 0 0;53.1046921;13.05962457;0;0;11:30:00.000+02:00;2024-05-03;14.8;7.61;479;NA;77.2;7.75;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;336284853;d68348c2-e783-467c-b68d-6e09b6751fe7;2024-05-06T09:27:22;;NA;submitted_via_web;;v5CxJWaLSUmsdhg44TWR9i;NA;409
1;1;1;1;1;1;NA;NA;;;;NA;NA;NA;NA;;;;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;;;;NA;;;;NA;NA
